,0
7163,T1
7164,T1
7165,T1
7166,T1
7167,T2
7168,T2
7169,T2
7170,T2
7171,T2
7172,T2
7173,T2
7174,T2
7175,T1
7176,T1
7177,T1
7178,T1
7179,T2
7180,T1
7181,T1
7182,T2
7183,T2
7184,T2
7185,T2
7186,T2
7187,T2
7188,T2
7189,T1
7190,T1
7191,T2
7192,T1
7193,T1
7194,T2
7195,T2
7196,T2
7197,T2
7198,T2
7199,T2
7200,T1
7201,T1
7202,T2
7203,T2
7204,T1
7205,T1
7206,T1
7207,T2
7208,T2
7209,T2
7210,T2
7211,T2
7212,T2
7213,T2
7214,T2
7215,T1
7216,T1
7217,T1
7218,T2
7219,T2
7220,T2
7221,T1
7222,T2
7223,T2
7224,T2
7225,T2
7226,T1
7227,T1
7228,T1
7229,T1
7230,T2
7231,T2
7232,T1
7233,T1
7234,T1
7235,T1
7236,T2
7237,T2
7238,T2
7239,T1
7240,T1
7241,T1
7242,T1
7243,T2
7244,T2
7245,T2
7246,T1
7247,T1
7248,T1
7249,T1
7250,T2
7251,T1
7252,T1
7253,T1
7254,T2
7255,T2
7256,T1
7257,T1
7258,T1
7259,T2
7260,T2
7261,T1
7262,T1
7263,T1
7264,T2
7265,T2
7266,T2
7267,T1
7268,T2
7269,T2
7270,T2
7271,T1
7272,T1
7273,T1
7274,T2
7275,T2
7276,T2
7277,T2
7278,T2
7279,T1
7280,T2
7281,T1
7282,T2
7283,T2
7284,T2
7285,T1
7286,T1
7287,T2
7288,T2
7289,T2
7290,T2
7291,T2
7292,T2
7293,T1
7294,T1
7295,T1
7296,T1
7297,T1
7298,T1
7299,T1
7300,T1
7301,T1
7302,T1
7303,T2
7304,T2
7305,T1
7306,T1
7307,T2
7308,T1
7309,T2
7310,T2
7311,T2
7312,T1
7313,T1
7314,T1
7315,T1
7316,T1
7317,T2
7318,T2
7319,T2
7320,T2
7321,T2
7322,T2
7323,T2
7324,T1
7325,T2
7326,T2
7327,T2
7328,T2
7329,T2
7330,T2
7331,T2
7332,T2
7333,T2
7334,T2
7335,T2
7336,T2
7337,T2
7338,T2
7339,T1
7340,T2
7341,T2
7342,T2
7343,T2
7344,T2
7345,T2
7346,T2
7347,T2
7348,T2
7349,T2
7350,T2
7351,T2
7352,T2
7353,T2
7354,T2
7355,T2
7356,T1
7357,T2
7358,T2
7359,T2
7360,T2
7361,T2
7362,T2
7363,T2
7364,T2
7365,T2
7366,T2
7367,T2
7368,T2
7369,T2
7370,T2
7371,T2
7372,T2
7373,T2
7374,T2
7375,T1
7376,T2
7377,T2
7378,T2
7379,T2
7380,T2
7381,T2
7382,T2
7383,T2
7384,T2
7385,T2
7386,T2
7387,T2
7388,T2
7389,T2
7390,T2
7391,T2
7392,T2
7393,T2
7394,T2
7395,T2
7396,T2
7397,T1
7398,T2
7399,T2
7400,T2
7401,T2
7402,T2
7403,T2
7404,T2
7405,T1
7406,T2
7407,T2
7408,T2
7409,T2
7410,T2
7411,T2
7412,T2
7413,T2
7414,T2
7415,T2
7416,T1
7417,T2
7418,T2
7419,T2
7420,T2
7421,T2
7422,T2
7423,T2
7424,T2
7425,T1
7426,T2
7427,T2
7428,T2
7429,T2
7430,T2
7431,T2
7432,T2
7433,T2
7434,T2
7435,T2
7436,T2
7437,T2
7438,T2
7439,T2
7440,T2
7441,T2
7442,T2
7443,T1
7444,T2
7445,T2
7446,T2
7447,T2
7448,T2
7449,T2
7450,T2
7451,T2
7452,T2
7453,T2
7454,T2
7455,T2
7456,T1
7457,T1
7458,T2
7459,T2
7460,T2
7461,T2
7462,T2
7463,T2
7464,T2
7465,T2
7466,T2
7467,T2
7468,T2
7469,T1
7470,T2
7471,T2
7472,T2
7473,T2
7474,T2
7475,T2
7476,T2
7477,T2
7478,T2
7479,T2
7480,T2
7481,T2
7482,T2
7483,T2
7484,T2
7485,T2
7486,T2
7487,T2
7488,T2
7489,T2
7490,T2
7491,T2
7492,T2
7493,T2
7494,T2
7495,T2
7496,T2
7497,T2
7498,T2
7499,T2
7500,T2
7501,T2
7502,T2
7503,T1
7504,T1
7505,T2
7506,T2
7507,T1
7508,T2
7509,T2
7510,T2
7511,T2
7512,T2
7513,T2
7514,T2
7515,T2
7516,T2
7517,T1
7518,T2
7519,T2
7520,T2
7521,T2
7522,T2
7523,T2
7524,T2
7525,T2
7526,T1
7527,T1
7528,T2
7529,T2
7530,T2
7531,T2
7532,T2
7533,T2
7534,T2
7535,T2
7536,T2
7537,T2
7538,T2
7539,T2
7540,T1
7541,T2
7542,T2
7543,T2
7544,T2
7545,T2
7546,T2
7547,T2
7548,T1
7549,T2
7550,T2
7551,T1
7552,T2
7553,T2
7554,T2
7555,T2
7556,T2
7557,T2
7558,T2
7559,T2
7560,T1
7561,T2
7562,T2
7563,T2
7564,T2
7565,T2
7566,T2
7567,T2
7568,T1
7569,T2
7570,T2
7571,T2
7572,T2
7573,T2
7574,T2
7575,T2
7576,T2
7577,T2
7578,T2
7579,T2
7580,T2
7581,T2
7582,T2
7583,T2
7584,T2
7585,T2
7586,T1
7587,T1
7588,T1
7589,T2
7590,T2
7591,T2
7592,T1
7593,T1
7594,T1
7595,T2
7596,T2
7597,T2
7598,T2
7599,T2
7600,T2
7601,T1
7602,T2
7603,T2
7604,T2
7605,T2
7606,T2
7607,T2
7608,T2
7609,T1
7610,T2
7611,T2
7612,T2
7613,T1
7614,T2
7615,T2
7616,T2
7617,T2
7618,T2
7619,T2
7620,T2
7621,T2
7622,T2
7623,T2
7624,T2
7625,T2
7626,T2
7627,T2
7628,T2
7629,T2
7630,T2
7631,T2
7632,T2
7633,T2
7634,T2
7635,T2
7636,T2
7637,T2
7638,T2
7639,T2
7640,T1
7641,T2
7642,T2
7643,T2
7644,T2
7645,T2
7646,T2
7647,T2
7648,T2
7649,T2
7650,T2
7651,T2
7652,T2
7653,T2
7654,T1
7655,T2
7656,T2
7657,T2
7658,T2
7659,T2
7660,T2
7661,T2
7662,T2
7663,T2
7664,T2
7665,T2
7666,T2
7667,T2
7668,T2
7669,T2
7670,T2
7671,T2
7672,T2
7673,T1
7674,T1
7675,T2
7676,T2
7677,T1
7678,T2
7679,T2
7680,T2
7681,T2
7682,T2
7683,T2
7684,T2
7685,T1
7686,T2
7687,T2
7688,T2
7689,T2
7690,T2
7691,T1
7692,T2
7693,T2
7694,T2
7695,T2
7696,T2
7697,T2
7698,T2
7699,T2
7700,T1
7701,T2
7702,T2
7703,T2
7704,T2
7705,T2
7706,T2
7707,T2
7708,T2
7709,T2
7710,T2
7711,T2
7712,T2
7713,T2
7714,T2
7715,T2
7716,T2
7717,T2
7718,T2
7719,T2
7720,T2
7721,T2
7722,T2
7723,T2
7724,T2
7725,T2
7726,T2
7727,T2
7728,T2
7729,T2
7730,T2
7731,T2
7732,T2
7733,T2
7734,T1
7735,T2
7736,T2
7737,T2
7738,T2
7739,T2
7740,T2
7741,T2
7742,T2
7743,T2
7744,T2
7745,T2
7746,T2
7747,T2
7748,T2
7749,T2
7750,T2
7751,T2
7752,T2
7753,T2
7754,T2
7755,T2
7756,T2
7757,T2
7758,T2
7759,T1
7760,T1
7761,T1
7762,T2
7763,T2
7764,T2
7765,T2
7766,T2
7767,T2
7768,T2
7769,T2
7770,T1
7771,T2
7772,T2
7773,T2
7774,T2
7775,T2
7776,T2
7777,T2
7778,T2
7779,T2
7780,T2
7781,T2
7782,T2
7783,T2
7784,T2
7785,T2
7786,T2
7787,T2
7788,T2
7789,T2
7790,T2
7791,T2
7792,T2
7793,T2
7794,T2
7795,T2
7796,T2
7797,T2
7798,T2
7799,T2
7800,T2
7801,T1
7802,T1
7803,T2
7804,T2
7805,T2
7806,T2
7807,T2
7808,T2
7809,T2
7810,T2
7811,T2
7812,T2
7813,T2
7814,T2
7815,T2
7816,T2
7817,T2
7818,T2
7819,T2
7820,T2
7821,T1
7822,T1
7823,T1
7824,T2
7825,T2
7826,T1
7827,T2
7828,T2
7829,T2
7830,T2
7831,T2
7832,T2
7833,T2
7834,T2
7835,T2
7836,T2
7837,T2
7838,T1
7839,T1
7840,T2
7841,T2
7842,T2
7843,T2
7844,T2
7845,T2
7846,T2
7847,T2
7848,T2
7849,T2
7850,T2
7851,T2
7852,T2
7853,T2
7854,T1
7855,T2
7856,T2
7857,T2
7858,T2
7859,T2
7860,T1
7861,T1
7862,T2
7863,T2
7864,T2
7865,T2
7866,T2
7867,T2
7868,T2
7869,T2
7870,T2
7871,T2
7872,T2
7873,T2
7874,T2
7875,T2
7876,T2
7877,T2
7878,T1
7879,T1
7880,T2
7881,T2
7882,T2
7883,T2
7884,T2
7885,T2
7886,T2
7887,T2
7888,T1
7889,T2
7890,T2
7891,T2
7892,T2
7893,T2
7894,T2
7895,T2
7896,T2
7897,T2
7898,T2
7899,T2
7900,T2
7901,T2
7902,T2
7903,T2
7904,T2
7905,T2
7906,T1
7907,T1
7908,T2
7909,T2
7910,T2
7911,T2
7912,T2
7913,T2
7914,T2
7915,T2
7916,T2
7917,T2
7918,T2
7919,T2
7920,T2
7921,T2
7922,T1
7923,T1
7924,T2
7925,T1
7926,T2
7927,T2
7928,T1
7929,T2
7930,T2
7931,T2
7932,T2
7933,T2
7934,T2
7935,T1
7936,T2
7937,T2
7938,T2
7939,T2
7940,T2
7941,T2
7942,T2
7943,T2
7944,T2
7945,T2
7946,T2
7947,T2
7948,T2
7949,T2
7950,T2
7951,T1
7952,T1
7953,T2
7954,T2
7955,T2
7956,T1
7957,T1
7958,T2
7959,T2
7960,T2
7961,T2
7962,T2
7963,T2
7964,T2
7965,T1
7966,T2
7967,T2
7968,T2
7969,T2
7970,T2
7971,T2
7972,T1
7973,T2
7974,T2
7975,T2
7976,T2
7977,T2
7978,T2
7979,T1
7980,T1
7981,T2
7982,T2
7983,T1
7984,T1
7985,T1
7986,T1
7987,T1
7988,T2
7989,T1
7990,T1
7991,T1
7992,T1
7993,T2
7994,T2
7995,T2
7996,T1
7997,T1
7998,T1
7999,T2
8000,T2
8001,T2
8002,T1
8003,T1
8004,T2
8005,T2
8006,T1
8007,T1
8008,T1
8009,T1
8010,T2
8011,T2
8012,T1
8013,T2
8014,T2
8015,T1
8016,T1
8017,T1
8018,T1
8019,T1
8020,T1
8021,T1
8022,T1
8023,T2
8024,T2
8025,T2
8026,T1
8027,T1
8028,T1
8029,T1
8030,T2
8031,T2
8032,T2
8033,T1
8034,T1
8035,T1
8036,T2
8037,T2
8038,T2
8039,T2
8040,T1
8041,T1
8042,T1
8043,T2
8044,T2
8045,T2
8046,T1
8047,T2
8048,T1
8049,T1
8050,T1
8051,T1
8052,T2
8053,T2
8054,T1
8055,T1
8056,T2
8057,T2
8058,T1
8059,T1
8060,T1
8061,T1
8062,T1
8063,T1
8064,T1
8065,T2
8066,T2
8067,T2
8068,T1
8069,T1
8070,T1
8071,T1
8072,T1
8073,T1
8074,T1
8075,T2
8076,T2
8077,T2
8078,T1
8079,T1
8080,T1
8081,T1
8082,T1
8083,T1
8084,T1
8085,T2
8086,T2
8087,T1
8088,T2
8089,T2
8090,T2
8091,T1
8092,T1
8093,T1
8094,T2
8095,T1
8096,T2
8097,T1
8098,T1
8099,T1
8100,T2
8101,T2
8102,T1
8103,T1
8104,T2
8105,T2
8106,T1
8107,T2
8108,T2
8109,T2
8110,T2
8111,T2
8112,T2
8113,T2
8114,T2
8115,T1
8116,T1
8117,T1
8118,T1
8119,T1
8120,T1
8121,T1
8122,T2
8123,T1
8124,T2
8125,T2
8126,T1
8127,T1
8128,T1
8129,T1
8130,T1
8131,T1
8132,T1
8133,T1
8134,T1
8135,T1
8136,T2
8137,T1
8138,T1
8139,T1
8140,T2
8141,T2
8142,T1
8143,T2
8144,T2
8145,T2
8146,T1
8147,T1
8148,T1
8149,T1
8150,T1
8151,T1
8152,T1
8153,T1
8154,T1
8155,T1
8156,T1
8157,T2
8158,T1
8159,T1
8160,T1
8161,T1
8162,T1
8163,T1
8164,T1
8165,T1
8166,T1
8167,T1
8168,T1
8169,T2
8170,T2
8171,T2
8172,T1
8173,T1
8174,T1
8175,T1
8176,T1
8177,T1
8178,T1
8179,T1
8180,T2
8181,T2
8182,T1
8183,T2
8184,T2
8185,T2
8186,T1
8187,T1
8188,T1
8189,T1
8190,T1
8191,T2
8192,T2
8193,T1
8194,T2
8195,T2
8196,T2
8197,T2
8198,T2
8199,T1
8200,T2
8201,T2
8202,T2
8203,T1
8204,T1
8205,T1
8206,T2
8207,T2
8208,T1
8209,T1
8210,T2
8211,T2
8212,T2
8213,T2
8214,T1
8215,T1
8216,T1
8217,T1
8218,T1
8219,T1
8220,T1
8221,T1
8222,T1
8223,T2
8224,T2
8225,T2
8226,T1
8227,T1
8228,T1
8229,T2
8230,T2
8231,T2
8232,T2
8233,T1
8234,T2
8235,T2
8236,T2
8237,T2
8238,T2
8239,T2
8240,T1
8241,T1
8242,T1
8243,T1
8244,T1
8245,T2
8246,T2
8247,T1
8248,T1
8249,T1
8250,T1
8251,T2
8252,T2
8253,T2
8254,T1
8255,T1
8256,T2
8257,T2
8258,T2
8259,T1
8260,T1
8261,T1
8262,T2
8263,T2
8264,T2
8265,T2
8266,T1
8267,T2
8268,T2
8269,T1
8270,T1
8271,T2
8272,T2
8273,T1
8274,T1
8275,T2
8276,T2
8277,T2
8278,T2
8279,T1
8280,T1
8281,T1
8282,T2
8283,T1
8284,T1
8285,T2
8286,T2
8287,T2
8288,T2
8289,T1
8290,T1
8291,T1
8292,T2
8293,T2
8294,T1
8295,T2
8296,T2
8297,T2
8298,T2
8299,T2
8300,T1
8301,T1
8302,T1
8303,T1
8304,T1
8305,T1
8306,T1
8307,T2
8308,T2
8309,T2
8310,T1
8311,T2
8312,T2
8313,T2
8314,T1
8315,T1
8316,T1
8317,T2
8318,T2
8319,T2
8320,T2
8321,T2
8322,T2
8323,T2
8324,T2
8325,T1
8326,T2
8327,T1
8328,T2
8329,T1
8330,T1
8331,T2
8332,T2
8333,T1
8334,T1
8335,T1
8336,T2
8337,T2
8338,T1
8339,T1
8340,T2
8341,T1
8342,T2
8343,T2
8344,T2
8345,T1
8346,T1
8347,T1
8348,T1
8349,T2
8350,T2
8351,T2
8352,T2
8353,T1
8354,T1
8355,T2
8356,T2
8357,T1
8358,T1
8359,T1
8360,T1
8361,T2
8362,T2
8363,T2
8364,T1
8365,T2
8366,T1
8367,T2
8368,T2
8369,T2
8370,T2
8371,T2
8372,T1
8373,T1
8374,T2
8375,T2
8376,T2
8377,T1
8378,T1
8379,T2
8380,T1
8381,T1
8382,T1
8383,T2
8384,T2
8385,T2
8386,T2
8387,T2
8388,T2
8389,T2
8390,T1
8391,T1
8392,T2
8393,T1
8394,T1
8395,T1
8396,T2
8397,T2
8398,T2
8399,T2
8400,T1
8401,T2
8402,T2
8403,T2
8404,T1
8405,T1
8406,T2
8407,T2
8408,T2
8409,T1
8410,T1
8411,T1
8412,T2
8413,T2
8414,T1
8415,T2
8416,T2
8417,T1
8418,T2
8419,T2
8420,T2
8421,T2
8422,T1
8423,T2
8424,T2
8425,T2
8426,T2
8427,T2
8428,T1
8429,T2
8430,T1
8431,T2
8432,T2
8433,T2
8434,T1
8435,T1
8436,T2
8437,T2
8438,T1
8439,T2
8440,T2
8441,T2
8442,T2
8443,T2
8444,T1
8445,T2
8446,T1
8447,T1
8448,T1
8449,T2
8450,T1
8451,T1
8452,T1
8453,T1
8454,T1
8455,T2
8456,T2
8457,T2
8458,T1
8459,T1
8460,T2
8461,T2
8462,T1
8463,T2
8464,T1
8465,T2
8466,T1
8467,T2
8468,T2
8469,T2
8470,T2
8471,T1
8472,T1
8473,T1
8474,T1
8475,T1
8476,T1
8477,T1
8478,T2
8479,T2
8480,T1
8481,T2
8482,T2
8483,T2
8484,T1
8485,T1
8486,T2
8487,T2
8488,T2
8489,T2
8490,T2
8491,T1
8492,T2
8493,T2
8494,T1
8495,T1
8496,T2
8497,T2
8498,T2
8499,T1
8500,T2
8501,T2
8502,T2
8503,T2
8504,T2
8505,T1
8506,T1
8507,T2
8508,T2
8509,T1
8510,T2
8511,T1
8512,T1
8513,T2
8514,T2
8515,T2
8516,T1
8517,T1
8518,T1
8519,T1
8520,T1
8521,T2
8522,T2
8523,T2
8524,T2
8525,T2
8526,T2
8527,T2
8528,T2
8529,T2
8530,T1
8531,T1
8532,T1
8533,T1
8534,T1
8535,T1
8536,T1
8537,T1
8538,T1
8539,T1
8540,T2
8541,T1
8542,T1
8543,T1
8544,T2
8545,T2
8546,T2
8547,T2
8548,T2
8549,T2
8550,T1
8551,T2
8552,T1
8553,T1
8554,T1
8555,T1
8556,T2
8557,T2
8558,T2
8559,T2
8560,T2
8561,T1
8562,T1
8563,T1
8564,T2
8565,T2
8566,T1
8567,T1
8568,T1
8569,T1
8570,T2
8571,T2
8572,T2
8573,T1
8574,T1
8575,T1
8576,T2
8577,T1
8578,T1
8579,T1
8580,T1
8581,T2
8582,T2
8583,T1
8584,T1
8585,T1
8586,T2
8587,T2
8588,T2
8589,T1
8590,T2
8591,T1
8592,T1
8593,T2
8594,T2
8595,T1
8596,T1
8597,T1
8598,T1
8599,T2
8600,T2
8601,T2
8602,T1
8603,T1
8604,T1
8605,T1
8606,T1
8607,T1
8608,T1
8609,T2
8610,T2
8611,T2
8612,T1
8613,T1
8614,T2
8615,T1
8616,T1
8617,T2
8618,T2
8619,T2
8620,T2
8621,T2
8622,T1
8623,T1
8624,T1
8625,T1
8626,T1
8627,T2
8628,T1
8629,T1
8630,T2
8631,T2
8632,T2
8633,T1
8634,T1
8635,T1
8636,T1
8637,T1
8638,T1
8639,T1
8640,T1
8641,T2
8642,T1
8643,T1
8644,T2
8645,T1
8646,T2
8647,T2
8648,T2
8649,T1
8650,T1
8651,T1
8652,T2
8653,T2
8654,T2
8655,T2
8656,T2
8657,T2
8658,T2
8659,T2
8660,T2
8661,T2
8662,T2
8663,T2
8664,T2
8665,T2
8666,T2
8667,T2
8668,T2
8669,T2
8670,T2
8671,T2
8672,T1
8673,T2
8674,T2
8675,T2
8676,T2
8677,T2
8678,T2
8679,T2
8680,T2
8681,T2
8682,T2
8683,T2
8684,T2
8685,T2
8686,T1
8687,T1
8688,T2
8689,T2
8690,T2
8691,T2
8692,T2
8693,T2
8694,T2
8695,T2
8696,T2
8697,T2
8698,T2
8699,T2
8700,T1
8701,T2
8702,T2
8703,T2
8704,T2
8705,T2
8706,T2
8707,T2
8708,T2
8709,T2
8710,T1
8711,T2
8712,T2
8713,T2
8714,T2
8715,T2
8716,T2
8717,T2
8718,T2
8719,T2
8720,T2
8721,T2
8722,T2
8723,T2
8724,T2
8725,T2
8726,T2
8727,T2
8728,T2
8729,T2
8730,T2
8731,T2
8732,T2
8733,T1
8734,T2
8735,T2
8736,T2
8737,T2
8738,T2
8739,T2
8740,T2
8741,T2
8742,T2
8743,T2
8744,T1
8745,T1
8746,T2
8747,T2
8748,T2
8749,T2
8750,T2
8751,T2
8752,T2
8753,T2
8754,T2
8755,T1
8756,T2
8757,T2
8758,T2
8759,T1
8760,T1
8761,T2
8762,T2
8763,T2
8764,T2
8765,T2
8766,T2
8767,T2
8768,T2
8769,T2
8770,T2
8771,T1
8772,T1
8773,T2
8774,T2
8775,T2
8776,T2
8777,T2
8778,T2
8779,T2
8780,T2
8781,T2
8782,T2
8783,T1
8784,T2
8785,T2
8786,T1
8787,T1
8788,T2
8789,T2
8790,T2
8791,T2
8792,T1
8793,T2
8794,T1
8795,T2
8796,T2
8797,T2
8798,T1
8799,T1
8800,T2
8801,T2
8802,T1
8803,T1
8804,T2
8805,T2
8806,T2
8807,T2
8808,T2
8809,T1
8810,T2
8811,T2
8812,T2
8813,T2
8814,T2
8815,T2
8816,T1
8817,T2
8818,T2
8819,T2
8820,T1
8821,T1
8822,T1
8823,T2
8824,T2
8825,T2
8826,T2
8827,T2
8828,T2
8829,T2
8830,T2
8831,T2
8832,T2
8833,T2
8834,T2
8835,T2
8836,T2
8837,T2
8838,T2
8839,T2
8840,T2
8841,T1
8842,T2
8843,T2
8844,T2
8845,T2
8846,T2
8847,T2
8848,T2
8849,T2
8850,T2
8851,T2
8852,T2
8853,T2
8854,T1
8855,T2
8856,T2
8857,T2
8858,T1
8859,T2
8860,T2
8861,T2
8862,T2
8863,T1
8864,T2
8865,T2
8866,T2
8867,T2
8868,T1
8869,T1
8870,T2
8871,T2
8872,T1
8873,T2
8874,T2
8875,T2
8876,T2
8877,T2
8878,T2
8879,T2
8880,T2
8881,T2
8882,T2
8883,T2
8884,T1
8885,T1
8886,T2
8887,T2
8888,T2
8889,T2
8890,T2
8891,T2
8892,T2
8893,T2
8894,T2
8895,T2
8896,T2
8897,T2
8898,T2
8899,T2
8900,T2
8901,T2
8902,T2
8903,T2
8904,T2
8905,T2
8906,T2
8907,T2
8908,T2
8909,T2
8910,T1
8911,T1
8912,T2
8913,T2
8914,T2
8915,T2
8916,T2
8917,T2
8918,T2
8919,T2
8920,T1
8921,T2
8922,T2
8923,T2
8924,T2
8925,T2
8926,T2
8927,T2
8928,T2
8929,T2
8930,T2
8931,T1
8932,T2
8933,T2
8934,T2
8935,T2
8936,T2
8937,T2
8938,T1
8939,T1
8940,T2
8941,T2
8942,T2
8943,T2
8944,T2
8945,T2
8946,T2
8947,T1
8948,T1
8949,T1
8950,T2
8951,T2
8952,T2
8953,T2
8954,T2
8955,T2
8956,T2
8957,T2
8958,T2
8959,T2
8960,T2
8961,T2
8962,T2
8963,T2
8964,T2
8965,T2
8966,T1
8967,T1
8968,T2
8969,T2
8970,T2
8971,T2
8972,T2
8973,T2
8974,T2
8975,T1
8976,T2
8977,T2
8978,T2
8979,T1
8980,T2
8981,T2
8982,T2
8983,T2
8984,T2
8985,T2
8986,T2
8987,T2
8988,T2
8989,T1
8990,T1
8991,T2
8992,T2
8993,T2
8994,T2
8995,T1
8996,T2
8997,T2
8998,T2
8999,T2
9000,T1
9001,T1
9002,T2
9003,T2
9004,T2
9005,T2
9006,T2
9007,T2
9008,T2
9009,T2
9010,T1
9011,T1
9012,T1
9013,T2
9014,T2
9015,T2
9016,T2
9017,T2
9018,T2
9019,T1
9020,T1
9021,T2
9022,T2
9023,T2
9024,T2
9025,T2
9026,T1
9027,T1
9028,T2
9029,T2
9030,T2
9031,T2
9032,T2
9033,T2
9034,T1
9035,T2
9036,T2
9037,T2
9038,T2
9039,T1
9040,T1
9041,T2
9042,T2
9043,T2
9044,T2
9045,T2
9046,T2
9047,T1
9048,T2
9049,T2
9050,T2
9051,T2
9052,T2
9053,T1
9054,T1
9055,T2
9056,T2
9057,T2
9058,T2
9059,T1
9060,T1
9061,T1
9062,T1
9063,T2
9064,T2
9065,T2
9066,T2
9067,T2
9068,T2
9069,T2
9070,T2
9071,T2
9072,T2
9073,T2
9074,T1
9075,T2
9076,T2
9077,T2
9078,T2
9079,T1
9080,T2
9081,T2
9082,T2
9083,T2
9084,T1
9085,T2
9086,T2
9087,T2
9088,T2
9089,T2
9090,T2
9091,T2
9092,T2
9093,T2
9094,T2
9095,T2
9096,T2
9097,T2
9098,T1
9099,T1
9100,T2
9101,T2
9102,T2
9103,T1
9104,T2
9105,T2
9106,T2
9107,T2
9108,T2
9109,T1
9110,T1
9111,T2
9112,T2
9113,T2
9114,T2
9115,T2
9116,T2
9117,T2
9118,T2
9119,T1
9120,T2
9121,T2
9122,T2
9123,T1
9124,T1
9125,T1
9126,T2
9127,T2
9128,T2
9129,T2
9130,T2
9131,T2
9132,T2
9133,T2
9134,T2
9135,T2
9136,T1
9137,T1
9138,T1
9139,T2
9140,T2
9141,T2
9142,T2
9143,T2
9144,T2
9145,T2
9146,T2
9147,T2
9148,T2
9149,T2
9150,T2
9151,T1
9152,T1
9153,T2
9154,T2
9155,T2
9156,T1
9157,T1
9158,T2
9159,T1
9160,T2
9161,T2
9162,T2
9163,T2
9164,T2
9165,T2
9166,T2
9167,T2
9168,T2
9169,T1
9170,T1
9171,T1
9172,T2
9173,T2
9174,T2
9175,T2
9176,T2
9177,T2
9178,T2
9179,T2
9180,T2
9181,T2
9182,T2
9183,T2
9184,T2
9185,T2
9186,T2
9187,T2
9188,T1
9189,T1
9190,T1
9191,T2
9192,T2
9193,T2
9194,T2
9195,T2
9196,T2
9197,T2
9198,T2
9199,T2
9200,T2
9201,T1
9202,T2
9203,T2
9204,T1
9205,T2
9206,T2
9207,T2
9208,T2
9209,T2
9210,T1
9211,T2
9212,T2
9213,T2
9214,T2
9215,T2
9216,T2
9217,T2
9218,T2
9219,T1
9220,T1
9221,T1
9222,T2
9223,T2
9224,T2
9225,T2
9226,T2
9227,T2
9228,T2
9229,T2
9230,T2
9231,T1
9232,T1
9233,T2
9234,T2
9235,T2
9236,T2
9237,T2
9238,T2
9239,T2
9240,T2
9241,T2
9242,T2
9243,T2
9244,T2
9245,T1
9246,T1
9247,T1
9248,T2
9249,T2
9250,T2
9251,T1
9252,T2
9253,T2
9254,T2
9255,T2
9256,T2
9257,T2
9258,T1
9259,T1
9260,T1
9261,T1
9262,T2
9263,T2
9264,T2
9265,T2
9266,T2
9267,T1
9268,T1
9269,T2
9270,T2
9271,T2
9272,T2
9273,T1
9274,T1
9275,T1
9276,T2
9277,T2
9278,T2
9279,T2
9280,T1
9281,T2
9282,T2
9283,T2
9284,T2
9285,T2
9286,T2
9287,T2
9288,T2
9289,T1
9290,T2
9291,T2
9292,T2
9293,T1
9294,T2
9295,T2
9296,T2
9297,T2
9298,T2
9299,T2
9300,T2
9301,T2
9302,T2
9303,T2
9304,T2
9305,T2
9306,T2
9307,T1
9308,T1
9309,T2
9310,T2
9311,T1
9312,T1
9313,T1
9314,T2
9315,T2
9316,T1
9317,T2
9318,T2
9319,T1
9320,T1
9321,T1
9322,T1
9323,T1
9324,T1
9325,T2
9326,T2
9327,T1
9328,T2
9329,T1
9330,T1
9331,T1
9332,T1
9333,T1
9334,T2
9335,T2
9336,T1
9337,T1
9338,T1
9339,T2
9340,T2
9341,T2
9342,T2
9343,T1
9344,T1
9345,T1
9346,T1
9347,T1
9348,T2
9349,T1
9350,T2
9351,T1
9352,T1
9353,T1
9354,T2
9355,T1
9356,T1
9357,T1
9358,T1
9359,T2
9360,T2
9361,T2
9362,T2
9363,T1
9364,T1
9365,T1
9366,T2
9367,T2
9368,T1
9369,T1
9370,T1
9371,T1
9372,T1
9373,T1
9374,T1
9375,T1
9376,T2
9377,T2
9378,T2
9379,T2
9380,T2
9381,T1
9382,T1
9383,T1
9384,T1
9385,T1
9386,T1
9387,T1
9388,T1
9389,T1
9390,T2
9391,T2
9392,T2
9393,T1
9394,T1
9395,T2
9396,T2
9397,T2
9398,T1
9399,T1
9400,T1
9401,T2
9402,T2
9403,T1
9404,T1
9405,T1
9406,T1
9407,T1
9408,T1
9409,T1
9410,T1
9411,T1
9412,T1
9413,T1
9414,T1
9415,T2
9416,T2
9417,T1
9418,T1
9419,T2
9420,T2
9421,T2
9422,T1
9423,T1
9424,T1
9425,T1
9426,T1
9427,T2
9428,T1
9429,T2
9430,T2
9431,T2
9432,T2
9433,T2
9434,T2
9435,T1
9436,T1
9437,T1
9438,T1
9439,T1
9440,T1
9441,T1
9442,T1
9443,T1
9444,T1
9445,T2
9446,T2
9447,T2
9448,T2
9449,T2
9450,T1
9451,T1
9452,T2
9453,T2
9454,T1
9455,T1
9456,T1
9457,T1
9458,T2
9459,T2
9460,T2
9461,T1
9462,T1
9463,T1
9464,T2
9465,T2
9466,T1
9467,T1
9468,T1
9469,T2
9470,T2
9471,T1
9472,T1
9473,T2
9474,T2
9475,T2
9476,T1
9477,T1
9478,T2
9479,T2
9480,T2
9481,T1
9482,T1
9483,T1
9484,T2
9485,T2
9486,T2
9487,T1
9488,T1
9489,T2
9490,T2
9491,T2
9492,T1
9493,T1
9494,T1
