,condition
18356,T2
18357,T2
18358,T2
18359,T2
18360,T2
18361,T2
18362,T2
18363,T2
18364,T2
18365,T2
18366,T2
18367,T2
18368,T2
18369,T2
18370,T2
18371,T2
18372,T2
18373,T2
18374,T2
18375,T2
18376,T2
18377,T2
18378,T2
18379,T2
18380,T2
18381,T2
18382,T2
18383,T2
18384,T2
18385,T2
18386,T2
18387,T2
18388,T2
18389,T2
18390,T2
18391,T2
18392,T2
18393,T2
18394,T2
18395,T2
18396,T2
18397,T2
18398,T2
18399,T2
18400,T2
18401,T2
18402,T2
18403,T2
18404,T2
18405,T2
18406,T2
18407,T2
18408,T2
18409,T2
18410,T2
18411,T2
18412,T2
18413,T2
18414,T2
18415,T2
18416,T2
18417,T2
18418,T2
18419,T2
18420,T2
18421,T2
18422,T2
18423,T2
18424,T2
18425,T2
18426,T2
18427,T2
18428,T2
18429,T2
18430,T2
18431,T2
18432,T2
18433,T2
18434,T2
18435,T2
18436,T2
18437,T2
18438,T2
18439,T2
18440,T2
18441,T2
18442,T2
18443,T2
18444,T2
18445,T2
18446,T2
18447,T2
18448,T2
18449,T2
18450,T2
18451,T2
18452,T2
18453,T2
18454,T2
18455,T2
18456,T2
18457,T2
18458,T2
18459,T2
18460,T2
18461,T2
18462,T2
18463,T2
18464,T2
18465,T2
18466,T2
18467,T2
18468,T2
18469,T2
18470,T2
18471,T2
18472,T2
18473,T2
18474,T2
18475,T2
18476,T2
18477,T2
18478,T2
18479,T2
18480,T2
18481,T2
18482,T2
18483,T2
18484,T2
18485,T2
18486,T2
18487,T2
18488,T2
18489,T2
18490,T2
18491,T2
18492,T2
18493,T2
18494,T2
18495,T2
18496,T2
18497,T2
18498,T2
18499,T2
18500,T2
18501,T2
18502,T2
18503,T2
18504,T2
18505,T2
18506,T2
18507,T2
18508,T2
18509,T2
18510,T2
18511,T2
18512,T2
18513,T2
18514,T2
18515,T2
18516,T2
18517,T2
18518,T2
18519,T2
18520,T2
18521,T2
18522,T2
18523,T2
18524,T2
18525,T2
18526,T2
18527,T2
18528,T2
18529,T2
18530,T2
18531,T2
18532,T2
18533,T2
18534,T2
18535,T2
18536,T2
18537,T2
18538,T2
18539,T2
18540,T2
18541,T2
18542,T2
18543,T2
18544,T2
18545,T2
18546,T2
18547,T2
18548,T2
18549,T2
18550,T2
18551,T2
18552,T2
18553,T2
18554,T2
18555,T2
18556,T2
18557,T2
18558,T2
18559,T2
18560,T2
18561,T2
18562,T2
18563,T2
18564,T2
18565,T2
18566,T2
18567,T2
18568,T2
18569,T2
18570,T2
18571,T2
18572,T2
18573,T2
18574,T2
18575,T2
18576,T2
18577,T2
18578,T2
18579,T2
18580,T2
18581,T2
18582,T2
18583,T2
18584,T2
18585,T2
18586,T2
18587,T2
18588,T2
18589,T2
18590,T2
18591,T2
18592,T2
18593,T2
18594,T2
18595,T2
18596,T2
18597,T2
18598,T2
18599,T2
18600,T2
18601,T2
18602,T2
18603,T2
18604,T2
18605,T2
18606,T2
18607,T2
18608,T2
18609,T2
18610,T2
18611,T2
18612,T2
18613,T2
18614,T2
18615,T2
18616,T2
18617,T2
18618,T2
18619,T2
20615,T1
20616,T1
20617,T1
20618,T1
20619,T1
20620,T1
20621,T1
20622,T1
20623,T1
20624,T1
20625,T1
20626,T1
20627,T1
20628,T1
20629,T1
20630,T1
20631,T1
20632,T1
20633,T1
20634,T1
20635,T1
20636,T1
20637,T1
20638,T1
20639,T1
20640,T1
20641,T1
20642,T1
20643,T1
20644,T1
20645,T1
20646,T1
20647,T1
20648,T1
20649,T1
20650,T1
20651,T1
20652,T1
20653,T1
20654,T1
20655,T1
20656,T1
20657,T1
20658,T1
20659,T1
20660,T1
20661,T1
20662,T1
20663,T1
20664,T1
20665,T1
20666,T1
20667,T1
20668,T1
20669,T1
20670,T1
20671,T1
20672,T1
20673,T1
20674,T1
20675,T1
20676,T1
20677,T1
20678,T1
20679,T1
20680,T1
20681,T1
20682,T1
20683,T1
20684,T1
20685,T1
20686,T1
20687,T1
20688,T1
20689,T1
20690,T1
20691,T1
20692,T1
20693,T1
20694,T1
20695,T1
20696,T1
20697,T1
20698,T1
20699,T1
20700,T1
20701,T1
20702,T1
20703,T1
20704,T1
20705,T1
20706,T1
20707,T1
20708,T1
20709,T1
20710,T1
20711,T1
20712,T1
20713,T1
20714,T1
20715,T1
20716,T1
20717,T1
20718,T1
20719,T1
20720,T1
20721,T1
20722,T1
20723,T1
20724,T1
20725,T1
20726,T1
20727,T1
20728,T1
20729,T1
20730,T1
20731,T1
20732,T1
20733,T1
20734,T1
20735,T1
20736,T1
20737,T1
20738,T1
20739,T1
20740,T1
20741,T1
20742,T1
20743,T1
20744,T1
20745,T1
20746,T1
20747,T1
20748,T1
20749,T1
20750,T1
20751,T1
20752,T1
20753,T1
20754,T1
20755,T1
20756,T1
20757,T1
20758,T1
20759,T1
20760,T1
20761,T1
20762,T1
20763,T1
20764,T1
20765,T1
20766,T1
20767,T1
20768,T1
20769,T1
20770,T1
20771,T1
20772,T1
20773,T1
20774,T1
20775,T1
20776,T1
20777,T1
20778,T1
20779,T1
20780,T1
20781,T1
20782,T1
20783,T1
20784,T1
20785,T1
20786,T1
20787,T1
20788,T1
20789,T1
20790,T1
20791,T1
20792,T1
20793,T1
20794,T1
20795,T1
20796,T1
20797,T1
20798,T1
20799,T1
20800,T1
20801,T1
20802,T1
20803,T1
20804,T1
20805,T1
20806,T1
20807,T1
20808,T1
20809,T1
20810,T1
20811,T1
20812,T1
20813,T1
20814,T1
20815,T1
20816,T1
20817,T1
20818,T1
20819,T1
20820,T1
20821,T1
20822,T1
20823,T1
20824,T1
20825,T1
20826,T1
20827,T1
20828,T1
20829,T1
20830,T1
20831,T1
20832,T1
20833,T1
20834,T1
20835,T1
20836,T1
20837,T1
20838,T1
20839,T1
20840,T1
20841,T1
20842,T1
20843,T1
20844,T1
20845,T1
20846,T1
20847,T1
20848,T1
20849,T1
20850,T1
20851,T1
20852,T1
20853,T1
20854,T1
20855,T1
20856,T1
20857,T1
20858,T1
20859,T1
20860,T1
20861,T1
20862,T1
20863,T1
20864,T1
20865,T1
20866,T1
20867,T1
20868,T1
20869,T1
20870,T1
20871,T1
20872,T1
20873,T1
20874,T1
20875,T1
20876,T1
20877,T1
20878,T1
20879,T1
20880,T1
20881,T1
20882,T1
20883,T1
20884,T1
20885,T1
20886,T1
20887,T1
20888,T1
20889,T1
20890,T1
20891,T1
20892,T1
20893,T1
20894,T1
20895,T1
20896,T1
20897,T1
20898,T1
20899,T1
20900,T1
20901,T1
20902,T1
20903,T1
20904,T1
20905,T1
20906,T1
20907,T1
20908,T1
20909,T1
20910,T1
20911,T1
20912,T1
20913,T1
20914,T1
20915,T1
20916,T1
20917,T1
20918,T1
20919,T1
20920,T1
20921,T1
20922,T1
20923,T1
20924,T1
20925,T1
20926,T1
20927,T1
20928,T1
20929,T1
20930,T1
20931,T1
20932,T1
20933,T1
20934,T1
20935,T1
20936,T1
20937,T1
20938,T1
20939,T1
20940,T1
20941,T1
20942,T1
20943,T1
20944,T1
20945,T1
20946,T1
20947,T1
20948,T1
20949,T1
20950,T1
20951,T1
20952,T1
20953,T1
20954,T1
20955,T1
20956,T1
20957,T1
20958,T1
20959,T1
20960,T1
20961,T1
20962,T1
20963,T1
20964,T1
20965,T1
20966,T1
20967,T1
20968,T1
20969,T1
20970,T1
20971,T1
20972,T1
20973,T1
20974,T1
20975,T1
20976,T1
20977,T1
20978,T1
20979,T1
20980,T1
20981,T1
20982,T1
20983,T1
20984,T1
20985,T1
20986,T1
20987,T1
20988,T1
20989,T1
20990,T1
20991,T1
20992,T1
20993,T1
20994,T1
20995,T1
20996,T1
20997,T1
20998,T1
20999,T1
21000,T1
21001,T1
21002,T1
21003,T1
21004,T1
21005,T1
21006,T1
21007,T1
21008,T1
21009,T1
21010,T1
21011,T1
21012,T1
21013,T1
21014,T1
21015,T1
21016,T1
21017,T1
21018,T1
21019,T1
21020,T1
21021,T1
21022,T1
21023,T1
21024,T1
21025,T1
21026,T1
21027,T1
21028,T1
21029,T1
21030,T1
21031,T1
21032,T1
21033,T1
21034,T1
21035,T1
21036,T1
21037,T1
21038,T1
21039,T1
21040,T1
21041,T1
21042,T1
21043,T1
21044,T1
21045,T1
21046,T1
21047,T1
21048,T1
21049,T1
21050,T1
21051,T1
21052,T1
21053,T1
21054,T1
21055,T1
21056,T1
21057,T1
21058,T1
21059,T1
21060,T1
21061,T1
21062,T1
21063,T1
21064,T1
21065,T1
21066,T1
21067,T1
21068,T1
21069,T1
21070,T1
21071,T1
21072,T1
21073,T1
21074,T1
21075,T1
21076,T1
21077,T1
21078,T1
21079,T1
21080,T1
21081,T1
21082,T1
21083,T1
21084,T1
21085,T1
21086,T1
21087,T1
21088,T1
21089,T1
21090,T1
21091,T1
21092,T1
21093,T1
21094,T1
21095,T1
21096,T1
21097,T1
21098,T1
21099,T1
21100,T1
21101,T1
21102,T1
21103,T1
21104,T1
21105,T1
21106,T1
21107,T1
21108,T1
21109,T1
21110,T1
21111,T1
21112,T1
21113,T1
21114,T1
21115,T1
21116,T1
21117,T1
21118,T1
21119,T1
21120,T1
21121,T1
21122,T1
21123,T1
21124,T1
21125,T1
21126,T1
21127,T1
21128,T1
21129,T1
21130,T1
21131,T1
21132,T1
21133,T1
21134,T1
21135,T1
21136,T1
21137,T1
21138,T1
21139,T1
21140,T1
21141,T1
21142,T1
21143,T1
21144,T1
21145,T1
21146,T1
21147,T1
21148,T1
21149,T1
21150,T1
21151,T1
21152,T1
21153,T1
21154,T1
21155,T1
21156,T1
21157,T1
21158,T1
21159,T1
21160,T1
21161,T1
21162,T1
21163,T1
21164,T1
21165,T1
21166,T1
21167,T1
21168,T1
21169,T1
21170,T1
21171,T1
21172,T1
21173,T1
21174,T1
21175,T1
21176,T1
21177,T1
21178,T1
21179,T1
21180,T1
21181,T1
21182,T1
21183,T1
21184,T1
21185,T1
21186,T1
21187,T1
21188,T1
21189,T1
21190,T1
21191,T1
21192,T1
21193,T1
21194,T1
21195,T1
21196,T1
21197,T1
21198,T1
21199,T1
21200,T1
21201,T1
21202,T1
21203,T1
21204,T1
21205,T1
21206,T1
21207,T1
21208,T1
21209,T1
21210,T1
21211,T1
21212,T1
21213,T1
21214,T1
21215,T1
21216,T1
21217,T1
21218,T1
21219,T1
21220,T1
21221,T1
21222,T1
21223,T1
21224,T1
21225,T1
21226,T1
21227,T1
21228,T1
21229,T1
21230,T1
21231,T1
21232,T1
21233,T1
21234,T1
21235,T1
21236,T1
21237,T1
21238,T1
21239,T1
21240,T1
21241,T1
21242,T1
21243,T1
21244,T1
21245,T1
21246,T1
21247,T1
21248,T1
21249,T1
21250,T1
21251,T1
21252,T1
21253,T1
21254,T1
21255,T1
21256,T1
21257,T1
21258,T1
21259,T1
21260,T1
21261,T1
21262,T1
21263,T1
21264,T1
21265,T1
21266,T1
21267,T1
21268,T1
21269,T1
21270,T1
21271,T1
21272,T1
21273,T1
21274,T1
21275,T1
21276,T1
21277,T1
21278,T1
21279,T1
23275,T1
23276,T1
23277,T1
23278,T1
23279,T1
23280,T1
23281,T1
23282,T1
23283,T1
23284,T1
23285,T1
23286,T1
23287,T1
23288,T1
23289,T1
23290,T1
23291,T1
23292,T1
23293,T1
23294,T1
23295,T1
23296,T1
23297,T1
23298,T1
23299,T1
23300,T1
23301,T1
23302,T1
23303,T1
23304,T1
23305,T1
23306,T1
23307,T1
23308,T1
23309,T1
23310,T1
23311,T1
23312,T1
23313,T1
23314,T1
23315,T1
23316,T1
23317,T1
23318,T1
23319,T1
23320,T1
23321,T1
23322,T1
23323,T1
23324,T1
23325,T1
23326,T1
23327,T1
23328,T1
23329,T1
23330,T1
23331,T1
23332,T1
23333,T1
23334,T1
23335,T1
23336,T1
23337,T1
23338,T1
23339,T1
23340,T1
23341,T1
23342,T1
23343,T1
23344,T1
23345,T1
23346,T1
23347,T1
23348,T1
23349,T1
23350,T1
23351,T1
23352,T1
23353,T1
23354,T1
23355,T1
23356,T1
23357,T1
23358,T1
23359,T1
23360,T1
23361,T1
23362,T1
23363,T1
23364,T1
23365,T1
23366,T1
23367,T1
23368,T1
23369,T1
23370,T1
23371,T1
23372,T1
23373,T1
23374,T1
23375,T1
23376,T1
23377,T1
23378,T1
23379,T1
23380,T1
23381,T1
23382,T1
23383,T1
23384,T1
23385,T1
23386,T1
23387,T1
23388,T1
23389,T1
23390,T1
23391,T1
23392,T1
23393,T1
23394,T1
23395,T1
23396,T1
23397,T1
23398,T1
23399,T1
23400,T1
23401,T1
23402,T1
23403,T1
23404,T1
23405,T1
23406,T1
23407,T1
23408,T1
23409,T1
23410,T1
23411,T1
23412,T1
23413,T1
23414,T1
23415,T1
23416,T1
23417,T1
23418,T1
23419,T1
23420,T1
23421,T1
23422,T1
23423,T1
23424,T1
23425,T1
23426,T1
23427,T1
23428,T1
23429,T1
23430,T1
23431,T1
23432,T1
23433,T1
23434,T1
23435,T1
23436,T1
23437,T1
23438,T1
23439,T1
23440,T1
23441,T1
23442,T1
23443,T1
23444,T1
23445,T1
23446,T1
23447,T1
23448,T1
23449,T1
23450,T1
23451,T1
23452,T1
23453,T1
23454,T1
23455,T1
23456,T1
23457,T1
23458,T1
23459,T1
23460,T1
23461,T1
23462,T1
23463,T1
23464,T1
23465,T1
23466,T1
23467,T1
23468,T1
23469,T1
23470,T1
23471,T1
23472,T1
23473,T1
23474,T1
23475,T1
23476,T1
23477,T1
23478,T1
23479,T1
23480,T1
23481,T1
23482,T1
23483,T1
23484,T1
23485,T1
23486,T1
23487,T1
23488,T1
23489,T1
23490,T1
23491,T1
23492,T1
23493,T1
23494,T1
23495,T1
23496,T1
23497,T1
23498,T1
23499,T1
23500,T1
23501,T1
23502,T1
23503,T1
23504,T1
23505,T1
23506,T1
23507,T1
23508,T1
23509,T1
23510,T1
23511,T1
23512,T1
23513,T1
23514,T1
23515,T1
23516,T1
23517,T1
23518,T1
23519,T1
23520,T1
23521,T1
23522,T1
23523,T1
23524,T1
23525,T1
23526,T1
23527,T1
23528,T1
23529,T1
23530,T1
23531,T1
23532,T1
23533,T1
23534,T1
23535,T1
23536,T1
23537,T1
23538,T1
23539,T1
23540,T1
23541,T1
23542,T1
23543,T1
23544,T1
23545,T1
23546,T1
23547,T1
23548,T1
23549,T1
23550,T1
23551,T1
23552,T1
23553,T1
23554,T1
23555,T1
23556,T1
23557,T1
23558,T1
23559,T1
23560,T1
23561,T1
23562,T1
23563,T1
23564,T1
23565,T1
23566,T1
23567,T1
23568,T1
23569,T1
23570,T1
23571,T1
23572,T1
23573,T1
23574,T1
23575,T1
23576,T1
23577,T1
23578,T1
23579,T1
23580,T1
23581,T1
23582,T1
23583,T1
23584,T1
23585,T1
23586,T1
23587,T1
23588,T1
23589,T1
23590,T1
23591,T1
23592,T1
23593,T1
23594,T1
23595,T1
23596,T1
23597,T1
23598,T1
23599,T1
23600,T1
23601,T1
23602,T1
23603,T1
23604,T1
23605,T1
23606,T1
23607,T1
23608,T1
23609,T1
23610,T1
23611,T1
23612,T1
23613,T1
23614,T1
23615,T1
23616,T1
23617,T1
23618,T1
23619,T1
23620,T1
23621,T1
23622,T1
23623,T1
23624,T1
23625,T1
23626,T1
23627,T1
23628,T1
23629,T1
23630,T1
23631,T1
23632,T1
23633,T1
23634,T1
23635,T1
23636,T1
23637,T1
23638,T1
23639,T1
23640,T1
23641,T1
23642,T1
23643,T1
23644,T1
23645,T1
23646,T1
23647,T1
23648,T1
23649,T1
23650,T1
23651,T1
23652,T1
23653,T1
23654,T1
23655,T1
23656,T1
23657,T1
23658,T1
23659,T1
23660,T1
23661,T1
23662,T1
23663,T1
23664,T1
23665,T1
23666,T1
23667,T1
23668,T1
23669,T1
23670,T1
23671,T1
23672,T1
23673,T1
23674,T1
23675,T1
23676,T1
23677,T1
23678,T1
23679,T1
23680,T1
23681,T1
23682,T1
23683,T1
23684,T1
23685,T1
23686,T1
23687,T1
23688,T1
23689,T1
23690,T1
23691,T1
23692,T1
23693,T1
23694,T1
23695,T1
23696,T1
23697,T1
23698,T1
23699,T1
23700,T1
23701,T1
23702,T1
23703,T1
23704,T1
23705,T1
23706,T1
23707,T1
23708,T1
23709,T1
23710,T1
23711,T1
23712,T1
23713,T1
23714,T1
23715,T1
23716,T1
23717,T1
23718,T1
23719,T1
23720,T1
23721,T1
23722,T1
23723,T1
23724,T1
23725,T1
23726,T1
23727,T1
23728,T1
23729,T1
23730,T1
23731,T1
23732,T1
23733,T1
23734,T1
23735,T1
23736,T1
23737,T1
23738,T1
23739,T1
23740,T1
23741,T1
23742,T1
23743,T1
23744,T1
23745,T1
23746,T1
23747,T1
23748,T1
23749,T1
23750,T1
23751,T1
23752,T1
23753,T1
23754,T1
23755,T1
23756,T1
23757,T1
23758,T1
23759,T1
23760,T1
23761,T1
23762,T1
23763,T1
23764,T1
23765,T1
23766,T1
23767,T1
23768,T1
23769,T1
23770,T1
23771,T1
23772,T1
23773,T1
23774,T1
23775,T1
23776,T1
23777,T1
23778,T1
23779,T1
23780,T1
23781,T1
23782,T1
23783,T1
23784,T1
23785,T1
23786,T1
23787,T1
23788,T1
23789,T1
23790,T1
23791,T1
23792,T1
23793,T1
23794,T1
23795,T1
23796,T1
23797,T1
23798,T1
23799,T1
23800,T1
23801,T1
23802,T1
23803,T1
23804,T1
23805,T1
23806,T1
23807,T1
23808,T1
23809,T1
23810,T1
23811,T1
23812,T1
23813,T1
23814,T1
23815,T1
23816,T1
23817,T1
23818,T1
23819,T1
23820,T1
23821,T1
23822,T1
23823,T1
23824,T1
23825,T1
23826,T1
23827,T1
23828,T1
23829,T1
23830,T1
23831,T1
23832,T1
23833,T1
23834,T1
23835,T1
23836,T1
23837,T1
23838,T1
23839,T1
23840,T1
23841,T1
23842,T1
23843,T1
23844,T1
23845,T1
23846,T1
23847,T1
23848,T1
23849,T1
23850,T1
23851,T1
23852,T1
23853,T1
23854,T1
23855,T1
23856,T1
23857,T1
23858,T1
23859,T1
23860,T1
23861,T1
23862,T1
23863,T1
23864,T1
23865,T1
23866,T1
23867,T1
23868,T1
23869,T1
23870,T1
23871,T1
23872,T1
23873,T1
23874,T1
23875,T1
23876,T1
23877,T1
23878,T1
23879,T1
23880,T1
23881,T1
23882,T1
23883,T1
23884,T1
23885,T1
23886,T1
23887,T1
23888,T1
23889,T1
23890,T1
23891,T1
23892,T1
23893,T1
23894,T1
23895,T1
23896,T1
23897,T1
23898,T1
23899,T1
23900,T1
23901,T1
23902,T1
23903,T1
23904,T1
23905,T1
23906,T1
23907,T1
23908,T1
23909,T1
23910,T1
23911,T1
23912,T1
23913,T1
23914,T1
23915,T1
23916,T1
23917,T1
23918,T1
23919,T1
23920,T1
23921,T1
23922,T1
23923,T1
23924,T1
23925,T1
23926,T1
23927,T1
23928,T1
23929,T1
23930,T1
23931,T1
23932,T1
23933,T1
23934,T1
23935,T1
23936,T1
23937,T1
23938,T1
23939,T1
25935,T1
25936,T1
25937,T1
25938,T1
25939,T1
25940,T1
25941,T1
25942,T1
25943,T1
25944,T1
25945,T1
25946,T1
25947,T1
25948,T1
25949,T1
25950,T1
25951,T1
25952,T1
25953,T1
25954,T1
25955,T1
25956,T1
25957,T1
25958,T1
25959,T1
25960,T1
25961,T1
25962,T1
25963,T1
25964,T1
25965,T1
25966,T1
25967,T1
25968,T1
25969,T1
25970,T1
25971,T1
25972,T1
25973,T1
25974,T1
25975,T1
25976,T1
25977,T1
25978,T1
25979,T1
25980,T1
25981,T1
25982,T1
25983,T1
25984,T1
25985,T1
25986,T1
25987,T1
25988,T1
25989,T1
25990,T1
25991,T1
25992,T1
25993,T1
25994,T1
25995,T1
25996,T1
25997,T1
25998,T1
25999,T1
26000,T1
26001,T1
26002,T1
26003,T1
26004,T1
26005,T1
26006,T1
26007,T1
26008,T1
26009,T1
26010,T1
26011,T1
26012,T1
26013,T1
26014,T1
26015,T1
26016,T1
26017,T1
26018,T1
26019,T1
26020,T1
26021,T1
26022,T1
26023,T1
26024,T1
26025,T1
26026,T1
26027,T1
26028,T1
26029,T1
26030,T1
26031,T1
26032,T1
26033,T1
26034,T1
26035,T1
26036,T1
26037,T1
26038,T1
26039,T1
26040,T1
26041,T1
26042,T1
26043,T1
26044,T1
26045,T1
26046,T1
26047,T1
26048,T1
26049,T1
26050,T1
26051,T1
26052,T1
26053,T1
26054,T1
26055,T1
26056,T1
26057,T1
26058,T1
26059,T1
26060,T1
26061,T1
26062,T1
26063,T1
26064,T1
26065,T1
26066,T1
26067,T1
26068,T1
26069,T1
26070,T1
26071,T1
26072,T1
26073,T1
26074,T1
26075,T1
26076,T1
26077,T1
26078,T1
26079,T1
26080,T1
26081,T1
26082,T1
26083,T1
26084,T1
26085,T1
26086,T1
26087,T1
26088,T1
26089,T1
26090,T1
26091,T1
26092,T1
26093,T1
26094,T1
26095,T1
26096,T1
26097,T1
26098,T1
26099,T1
26100,T1
26101,T1
26102,T1
26103,T1
26104,T1
26105,T1
26106,T1
26107,T1
26108,T1
26109,T1
26110,T1
26111,T1
26112,T1
26113,T1
26114,T1
26115,T1
26116,T1
26117,T1
26118,T1
26119,T1
26120,T1
26121,T1
26122,T1
26123,T1
26124,T1
26125,T1
26126,T1
26127,T1
26128,T1
26129,T1
26130,T1
26131,T1
26132,T1
26133,T1
26134,T1
26135,T1
26136,T1
26137,T1
26138,T1
26139,T1
26140,T1
26141,T1
26142,T1
26143,T1
26144,T1
26145,T1
26146,T1
26147,T1
26148,T1
26149,T1
26150,T1
26151,T1
26152,T1
26153,T1
26154,T1
26155,T1
26156,T1
26157,T1
26158,T1
26159,T1
26160,T1
26161,T1
26162,T1
26163,T1
26164,T1
26165,T1
26166,T1
26167,T1
26168,T1
26169,T1
26170,T1
26171,T1
26172,T1
26173,T1
26174,T1
26175,T1
26176,T1
26177,T1
26178,T1
26179,T1
26180,T1
26181,T1
26182,T1
26183,T1
26184,T1
26185,T1
26186,T1
26187,T1
26188,T1
26189,T1
26190,T1
26191,T1
26192,T1
26193,T1
26194,T1
26195,T1
26196,T1
26197,T1
26198,T1
26199,T1
26200,T1
26201,T1
26202,T1
26203,T1
26204,T1
26205,T1
26206,T1
26207,T1
26208,T1
26209,T1
26210,T1
26211,T1
26212,T1
26213,T1
26214,T1
26215,T1
26216,T1
26217,T1
26218,T1
26219,T1
26220,T1
26221,T1
26222,T1
26223,T1
26224,T1
26225,T1
26226,T1
26227,T1
26228,T1
26229,T1
26230,T1
26231,T1
26232,T1
26233,T1
26234,T1
26235,T1
26236,T1
26237,T1
26238,T1
26239,T1
26240,T1
26241,T1
26242,T1
26243,T1
26244,T1
26245,T1
26246,T1
26247,T1
26248,T1
26249,T1
26250,T1
26251,T1
26252,T1
26253,T1
26254,T1
26255,T1
26256,T1
26257,T1
26258,T1
26259,T1
26260,T1
26261,T1
26262,T1
26263,T1
26264,T1
26265,T1
26266,T1
26267,T1
26268,T1
26269,T1
26270,T1
26271,T1
26272,T1
26273,T1
26274,T1
26275,T1
26276,T1
26277,T1
26278,T1
26279,T1
26280,T1
26281,T1
26282,T1
26283,T1
26284,T1
26285,T1
26286,T1
26287,T1
26288,T1
26289,T1
26290,T1
26291,T1
26292,T1
26293,T1
26294,T1
26295,T1
26296,T1
26297,T1
26298,T1
26299,T1
26300,T1
26301,T1
26302,T1
26303,T1
26304,T1
26305,T1
26306,T1
26307,T1
26308,T1
26309,T1
26310,T1
26311,T1
26312,T1
26313,T1
26314,T1
26315,T1
26316,T1
26317,T1
26318,T1
26319,T1
26320,T1
26321,T1
26322,T1
26323,T1
26324,T1
26325,T1
26326,T1
26327,T1
26328,T1
26329,T1
26330,T1
26331,T1
26332,T1
26333,T1
26334,T1
26335,T1
26336,T1
26337,T1
26338,T1
26339,T1
26340,T1
26341,T1
26342,T1
26343,T1
26344,T1
26345,T1
26346,T1
26347,T1
26348,T1
26349,T1
26350,T1
26351,T1
26352,T1
26353,T1
26354,T1
26355,T1
26356,T1
26357,T1
26358,T1
26359,T1
26360,T1
26361,T1
26362,T1
26363,T1
26364,T1
26365,T1
26366,T1
26367,T1
26368,T1
26369,T1
26370,T1
26371,T1
26372,T1
26373,T1
26374,T1
26375,T1
26376,T1
26377,T1
26378,T1
26379,T1
26380,T1
26381,T1
26382,T1
26383,T1
26384,T1
26385,T1
26386,T1
26387,T1
26388,T1
26389,T1
26390,T1
26391,T1
26392,T1
26393,T1
26394,T1
26395,T1
26396,T1
26397,T1
26398,T1
26399,T1
26400,T1
26401,T1
26402,T1
26403,T1
26404,T1
26405,T1
26406,T1
26407,T1
26408,T1
26409,T1
26410,T1
26411,T1
26412,T1
26413,T1
26414,T1
26415,T1
26416,T1
26417,T1
26418,T1
26419,T1
26420,T1
26421,T1
26422,T1
26423,T1
26424,T1
26425,T1
26426,T1
26427,T1
26428,T1
26429,T1
26430,T1
26431,T1
26432,T1
26433,T1
26434,T1
26435,T1
26436,T1
26437,T1
26438,T1
26439,T1
26440,T1
26441,T1
26442,T1
26443,T1
26444,T1
26445,T1
26446,T1
26447,T1
26448,T1
26449,T1
26450,T1
26451,T1
26452,T1
26453,T1
26454,T1
26455,T1
26456,T1
26457,T1
26458,T1
26459,T1
26460,T1
26461,T1
26462,T1
26463,T1
26464,T1
26465,T1
26466,T1
26467,T1
26468,T1
26469,T1
26470,T1
26471,T1
26472,T1
26473,T1
26474,T1
26475,T1
26476,T1
26477,T1
26478,T1
26479,T1
26480,T1
26481,T1
26482,T1
26483,T1
26484,T1
26485,T1
26486,T1
26487,T1
26488,T1
26489,T1
26490,T1
26491,T1
26492,T1
26493,T1
26494,T1
26495,T1
26496,T1
26497,T1
26498,T1
26499,T1
26500,T1
26501,T1
26502,T1
26503,T1
26504,T1
26505,T1
26506,T1
26507,T1
26508,T1
26509,T1
26510,T1
26511,T1
26512,T1
26513,T1
26514,T1
26515,T1
26516,T1
26517,T1
26518,T1
26519,T1
26520,T1
26521,T1
26522,T1
26523,T1
26524,T1
26525,T1
26526,T1
26527,T1
26528,T1
26529,T1
26530,T1
26531,T1
26532,T1
26533,T1
26534,T1
26535,T1
26536,T1
26537,T1
26538,T1
26539,T1
26540,T1
26541,T1
26542,T1
26543,T1
26544,T1
26545,T1
26546,T1
26547,T1
26548,T1
26549,T1
26550,T1
26551,T1
26552,T1
26553,T1
26554,T1
26555,T1
26556,T1
26557,T1
26558,T1
26559,T1
26560,T1
26561,T1
26562,T1
26563,T1
26564,T1
26565,T1
26566,T1
26567,T1
26568,T1
26569,T1
26570,T1
26571,T1
26572,T1
26573,T1
26574,T1
26575,T1
26576,T1
26577,T1
26578,T1
26579,T1
26580,T1
26581,T1
26582,T1
26583,T1
26584,T1
26585,T1
26586,T1
26587,T1
26588,T1
26589,T1
26590,T1
26591,T1
26592,T1
26593,T1
26594,T1
26595,T1
26596,T1
26597,T1
26598,T1
26599,T1
31255,T1
31256,T1
31257,T1
31258,T1
31259,T1
31260,T1
31261,T1
31262,T1
31263,T1
31264,T1
31265,T1
31266,T1
31267,T1
31268,T1
31269,T1
31270,T1
31271,T1
31272,T1
31273,T1
31274,T1
31275,T1
31276,T1
31277,T1
31278,T1
31279,T1
31280,T1
31281,T1
31282,T1
31283,T1
31284,T1
31285,T1
31286,T1
31287,T1
31288,T1
31289,T1
31290,T1
31291,T1
31292,T1
31293,T1
31294,T1
31295,T1
31296,T1
31297,T1
31298,T1
31299,T1
31300,T1
31301,T1
31302,T1
31303,T1
31304,T1
31305,T1
31306,T1
31307,T1
31308,T1
31309,T1
31310,T1
31311,T1
31312,T1
31313,T1
31314,T1
31315,T1
31316,T1
31317,T1
31318,T1
31319,T1
31320,T1
31321,T1
31322,T1
31323,T1
31324,T1
31325,T1
31326,T1
31327,T1
